Time,Case 1,Case 2,Case 3,Case 4,Case 5,Case 6,Case 7,Case 8,Case 9,Case 10,Case 11,Case 12,Case 13,Case 14,Case 15,Case 16,Case 17,Case 18,Case 19,Case 20,Case 21,Case 22,Case 23,Case 24,Case 25,Case 26,Case 27,Case 28,Case 29,Case 30,Case 31,Case 32,Case 33,Case 34,Case 35,Case 36,Case 37,Case 38,Case 39,Case 40,Case 41,Case 42,Case 43,Case 44,Case 45,Case 46,Case 47,Case 48,Case 49,Case 50,Case 51,Case 52,Case 53,Case 54,Case 55,Case 56,Case 57,Case 58,Case 59,Case 60,Case 61,Case 62,Case 63,Case 64,Case 65,Case 66,Case 67,Case 68,Case 69,Case 70,Case 71,Case 72,Case 73,Case 74,Case 75,Case 76,Case 77,Case 78,Case 79,Case 80,Case 81,Case 82,Case 83,Case 84,Case 85,Case 86,Case 87,Case 88,Case 89,Case 90,Case 91,Case 92,Case 93,Case 94,Case 95,Case 96,Case 97,Case 98,Case 99,Case 100,Case 101,Case 102,Case 103,Case 104,Case 105,Case 106,Case 107,Case 108,Case 109,Case 110,Case 111,Case 112,Case 113,Case 114,Case 115,Case 116,Case 117,Case 118,Case 119,Case 120,Case 121,Case 122,Case 123,Case 124,Case 125,Case 126,Case 127,Case 128,Case 129,Case 130,Case 131,Case 132,Case 133,Case 134,Case 135,Case 136,Case 137,Case 138,Case 139,Case 140,Case 141,Case 142,Case 143,Case 144,Case 145,Case 146,Case 147,Case 148,Case 149,Case 150,Case 151,Case 152,Case 153,Case 154,Case 155,Case 156,Case 157,Case 158,Case 159,Case 160,Case 161,Case 162,Case 163,Case 164,Case 165,Case 166,Case 167,Case 168,Case 169,Case 170,Case 171,Case 172,Case 173,Case 174,Case 175,Case 176,Case 177,Case 178,Case 179,Case 180,Case 181,Case 182,Case 183,Case 184,Case 185,Case 186,Case 187,Case 188,Case 189,Case 190,Case 191,Case 192,Case 193,Case 194,Case 195,Case 196,Case 197,Case 198,Case 199,Case 200,Case 201,Case 202,Case 203,Case 204,Case 205,Case 206,Case 207,Case 208,Case 209,Case 210,Case 211,Case 212,Case 213,Case 214,Case 215,Case 216,Case 217,Case 218,Case 219,Case 220,Case 221,Case 222,Case 223,Case 224,Case 225,Case 226,Case 227,Case 228,Case 229,Case 230,Case 231,Case 232,Case 233,Case 234,Case 235,Case 236,Case 237,Case 238,Case 239,Case 240,Case 241,Case 242,Case 243,Case 244,Case 245,Case 246,Case 247,Case 248,Case 249,Case 250,Case 251,Case 252,Case 253,Case 254,Case 255,Case 256,Case 257,Case 258,Case 259,Case 260,Case 261,Case 262,Case 263,Case 264,Case 265,Case 266,Case 267,Case 268,Case 269,Case 270,Case 271,Case 272,Case 273,Case 274,Case 275,Case 276,Case 277,Case 278,Case 279,Case 280,Case 281,Case 282,Case 283,Case 284,Case 285,Case 286,Case 287,Case 288,Case 289,Case 290,Case 291,Case 292,Case 293,Case 294,Case 295,Case 296,Case 297,Case 298,Case 299,Case 300
75,-8.061290136,-12.15928744,-52.01856042,-8.012884655,-54.04571595,-5.570524956,-4.302842744,-3.831364413,-36.91602271,-3.763140642,-47.7287688,-37.32393373,-0.693685467,-35.70166509,-54.67555251,-6.731759152,-47.73987472,-0.815844687,-50.09033301,-44.95843504,-12.07400046,-26.67760542,-18.61552613,-51.37982428,-0.84313851,-7.068727196,-10.16625712,-54.49483903,-48.85185079,-40.25033907,-31.01279493,-38.80065805,-3.624953304,-2.551579602,-7.808937277,-54.41809214,-15.71181101,-3.410360529,-23.77549293,-50.98354536,-53.6192501,-1.648894605,-49.03350483,-2.509372063,-53.02037231,-3.506039752,-27.05704148,-3.318604633,-17.00990789,-17.89062432,-45.55415653,-17.59790119,-46.03777857,-6.585506562,-1.684447124,-31.08424635,-2.658813686,-53.87823026,-8.083604451,-17.13452831,-48.58118245,-2.925053825,-22.22407217,-39.73849045,-1.254725506,-38.07706543,-2.02160469,-2.202741246,-33.67828822,-3.113585214,-34.55482718,-3.431224489,-25.14044546,-6.499826749,-0.537889817,-23.82831904,-15.42698837,-54.13860899,-1.198460385,-44.71253475,-27.76880847,-9.707416066,-17.03790211,-47.40788731,-2.313100043,-15.21501784,-47.94438546,-51.92215918,-42.81658229,-17.2513246,-61.85526516,-29.4419249,-6.571348608,-14.53020975,-40.40977036,-28.17958444,-49.56894895,-44.8407096,-18.09423247,-2.73256407,-47.71383642,-20.20027664,-12.36207011,-1.267699739,-27.18193249,-57.19802717,-48.36612822,-49.51376978,-8.695257707,-46.86010148,-14.17531135,-41.65240283,-60.05750687,-42.34796538,-8.425724449,-1.370949195,-8.725646184,-12.38594287,-38.62352476,-55.91345224,-56.08189476,-52.13980145,-44.97466914,-2.147402723,-61.30789792,-37.88016274,-50.52749118,-6.486834095,-31.78280068,-10.6429037,-8.985705087,-53.42813941,-12.81210151,-28.51689675,-51.42772483,-45.77576116,-20.43337558,-31.07663982,-27.91748326,-3.323077933,-1.263747351,-46.27311585,-25.02079076,-3.426102318,-7.920047899,-37.08508668,-51.49651642,-33.06083851,-18.07810367,-52.02801279,-42.33598049,-42.60329084,-6.205621533,-2.115888707,-51.65666879,-53.3341922,-5.108342662,-16.2173468,-31.72258823,-31.45271063,-2.901150623,-10.52620013,-54.3396824,-35.15251193,-8.353152488,-66.38664315,-1.658693651,-50.0185315,-44.97021868,-13.89547579,-39.22498186,-13.24373645,-54.22526577,-62.34584348,-30.49817413,-10.00497068,-46.76103353,-48.41875117,-26.33731839,-5.495416814,-58.63176361,-48.75293817,-18.95516562,-25.11636101,-23.2579955,-25.18555258,-53.14128457,-22.24017733,-1.984596587,-51.17359678,-5.105533088,-28.60215348,-14.00551292,-3.61071059,-55.34213252,-5.341366122,-1.157371214,-24.05057175,-55.8431126,-52.14294945,-0.90082905,-34.11885063,-40.57788923,-53.79288142,-39.69814257,-19.35459321,-16.57703765,-1.340825596,-1.122975169,-33.25918781,-45.45799152,-51.9070703,-25.74184629,-1.395759287,-59.60180301,-2.493382919,-3.062104234,-60.16330444,-10.95861325,-50.50774401,-53.4615672,-2.98168885,-23.45081437,-46.59480429,-54.33663395,-6.00201592,-35.43291863,-31.39354907,-48.44378472,-51.33655942,-2.707985452,-35.21790401,-1.941812465,-51.35116634,-42.79216436,-4.629769911,-5.974609736,-2.689261986,-1.464288094,-20.78231785,-29.04292788,-6.004512525,-0.935653674,-48.85406585,-13.3620051,-33.80632156,-51.71597036,-35.25951758,-2.994227153,-0.931471959,-45.06217323,-45.29738718,-47.6959883,-52.48116959,-6.38817424,-14.33124073,-1.788583793,-7.374742364,-55.56189477,-36.57959939,-41.63409589,-1.678274795,-21.29235027,-4.15628473,-50.57590149,-1.137580613,-26.54435413,-12.21162845,-2.157983876,-16.8796054,-18.35153973,-9.551647786,-22.1926765,-1.276459937,-1.343854296,-8.736779786,-10.43666683,-2.75480994,-0.818664058,-1.168138158,-1.663455353,-1.125366936,-2.159591947,-1.606106454,-33.40556613,-2.455437801,-41.95429751,-35.16890851,-18.85505192,-1.183426907,-46.67192109,-8.711260083,-44.05716086,-2.472294808,-29.25595888,-14.67814179,-50.82777665,-33.09892506,-46.05974339,-7.757339857
76,-7.542966687,-11.55990823,-51.77972087,-7.45198687,-53.7602504,-5.250647796,-4.051844457,-3.594562944,-36.38651448,-3.428398349,-47.08662198,-36.68527564,-0.648076178,-35.06571723,-54.44219139,-6.187016229,-47.21680781,-0.777721261,-49.78444201,-44.50384584,-11.37072106,-25.8108532,-17.84803758,-51.12767067,-0.78433124,-6.569817729,-9.652042787,-54.29849824,-48.36835141,-39.29269242,-30.29542506,-38.11735576,-3.294051713,-2.395405528,-7.293905174,-54.22479492,-15.04336404,-3.13476814,-22.95970839,-50.8362646,-53.40322142,-1.541543779,-48.6240447,-2.320519565,-52.82550796,-3.235604403,-26.01024585,-3.152039469,-16.14113337,-17.03678884,-45.20150839,-16.75829317,-45.60164278,-6.109600482,-1.588983721,-30.38828184,-2.466921073,-53.63313515,-7.557927562,-16.33734685,-48.20334221,-2.703218208,-21.39079127,-39.08049238,-1.162288285,-37.46667546,-1.85679283,-2.054824579,-32.79617835,-2.936745955,-33.94078622,-3.204438602,-24.38423886,-6.167192449,-0.506247505,-23.13799897,-14.64787747,-53.94977972,-1.139004392,-44.12040052,-26.91429389,-9.162778142,-16.21158001,-46.89078374,-2.142202792,-14.52820111,-47.73200606,-51.68280411,-42.40720471,-16.47435353,-61.52216525,-28.57276389,-6.185526098,-13.83545876,-39.71141962,-27.36169581,-49.37180251,-44.23462726,-17.23976353,-2.504337606,-47.06890062,-19.37896418,-11.73670333,-1.1853992,-26.3571552,-57.04992333,-48.18597869,-49.22747045,-8.051922404,-46.41084067,-13.53022097,-40.96518804,-60.00756977,-41.74797077,-7.868727135,-1.2434059,-8.228983581,-11.63486783,-37.96786387,-55.70004501,-55.78262661,-51.96711876,-44.5572459,-2.042121097,-61.16863973,-36.93396197,-50.13835449,-6.0050332,-31.09093286,-10.09884886,-8.431961764,-52.93367231,-12.16080141,-27.78614329,-51.24067539,-45.33391025,-19.60238784,-30.48165791,-27.14325183,-3.079209398,-1.174691958,-45.81408541,-24.01968545,-3.216944647,-7.396788957,-36.48745647,-51.16083377,-32.49327896,-17.41251199,-51.76519623,-41.65155561,-41.91009124,-5.699794289,-1.981406215,-51.42756384,-53.31015625,-4.72028202,-15.43996882,-31.04939888,-30.75587073,-2.669799833,-9.860009143,-54.11345184,-34.48268386,-7.890067077,-66.23126587,-1.487768372,-49.79848275,-44.43141016,-13.12496771,-38.54169164,-12.60279147,-54.06476507,-62.21390545,-29.70534317,-9.343317386,-46.17438968,-48.18913087,-25.42538786,-5.163769962,-58.41268508,-48.48368277,-18.14808674,-24.44324457,-22.50433449,-24.42129207,-52.90200752,-21.4061809,-1.852745907,-50.99695103,-4.707485813,-27.90278706,-13.24123452,-3.402222003,-54.96994692,-4.992998407,-1.083509808,-23.21619242,-55.58490644,-51.94189481,-0.846473087,-33.22716353,-39.81049999,-53.58526454,-39.13152489,-18.45042358,-15.89108154,-1.275337365,-1.021057791,-32.62553701,-44.95972057,-51.17721589,-25.09002214,-1.319273253,-59.46746569,-2.336595679,-2.866117107,-60.11716268,-10.34031048,-50.3524815,-53.21011164,-2.771029722,-22.66082983,-46.04404438,-54.25687958,-5.582426576,-34.91005848,-30.6156313,-47.97891231,-51.08852957,-2.51673974,-34.33985771,-1.792710765,-51.07985694,-42.10997482,-4.262998445,-5.504044507,-2.550852184,-1.361638404,-19.97285873,-28.28742842,-5.619200674,-0.867409494,-48.46138072,-12.66459656,-32.89481996,-51.33442102,-34.39460119,-2.770143996,-0.891196854,-44.58047404,-44.77512147,-47.03261673,-52.24620731,-5.937292439,-13.53722646,-1.629144343,-6.824254935,-55.40503218,-35.74197903,-40.981286,-1.552905505,-20.47516322,-3.880776786,-50.31375875,-1.074087271,-25.82112209,-11.58400991,-2.051579099,-16.04452586,-17.3895122,-8.964506956,-21.40717082,-1.165208681,-1.266016679,-8.277767787,-9.888581008,-2.500031008,-0.752262756,-1.091948753,-1.526042198,-1.064281138,-2.026414896,-1.476371934,-32.94269222,-2.273624397,-41.45425964,-34.23545411,-18.09661815,-1.104234639,-46.31664394,-8.17869218,-43.51510993,-2.312478867,-28.30336035,-13.88506721,-50.59966371,-32.43993631,-45.56912135,-7.401960891
77,-7.049203267,-10.9776277,-51.54171839,-6.963407517,-53.47254232,-4.948326276,-3.834742986,-3.357761474,-35.85700624,-3.212009831,-46.44447517,-36.04661756,-0.602466889,-34.44702962,-54.22848783,-5.642273305,-46.69374091,-0.743946682,-49.46971203,-44.01543861,-10.84984745,-24.99496461,-17.15346579,-50.8746688,-0.729517801,-6.123574155,-9.137828458,-54.10215745,-47.88407593,-38.34629267,-29.57936416,-37.47635523,-3.038881146,-2.239231454,-6.859076526,-54.03149769,-14.38836672,-2.922193693,-22.17830765,-50.6887495,-53.19852147,-1.435331826,-48.27872335,-2.154011702,-52.63123183,-2.978976559,-24.97190563,-2.985474305,-15.35348484,-16.26543303,-44.82962214,-16.0770998,-45.16285819,-5.656027488,-1.493520317,-29.71549156,-2.329874954,-53.4359646,-7.07543744,-15.55988558,-47.81833016,-2.481382591,-20.55751038,-38.45849622,-1.088548296,-36.8562855,-1.701025081,-1.917009493,-31.9565824,-2.759906696,-33.32674525,-3.028784112,-23.62803227,-5.834558149,-0.474605193,-22.4476789,-13.90102481,-53.76128017,-1.080462758,-43.52826629,-26.09505936,-8.652457865,-15.49198722,-46.37368016,-1.986611652,-13.92477306,-47.50177277,-51.44766772,-41.99782712,-15.77651174,-61.17256471,-27.72424422,-5.849463709,-13.17798698,-39.01323289,-26.58197535,-49.17904536,-43.71279354,-16.4277254,-2.305123657,-46.50131245,-18.60518418,-11.12039617,-1.10309866,-25.58510956,-56.86884533,-48.0089648,-48.93454247,-7.500250333,-45.96157987,-12.915507,-40.27393689,-59.9570954,-41.15157245,-7.401294516,-1.127373422,-7.732320979,-10.97179695,-37.32559932,-55.48663777,-55.47447543,-51.80816266,-44.11759919,-1.937430393,-61.02780637,-36.0209367,-49.75154431,-5.547420789,-30.4142195,-9.558121667,-7.939858072,-52.43227948,-11.53286244,-27.0788039,-51.05362595,-44.87826045,-18.95185141,-29.89924068,-26.49805273,-2.894022751,-1.09300657,-45.35903589,-23.08008817,-3.007786975,-6.926143202,-35.88982627,-50.81194425,-31.95920889,-16.7469203,-51.48513185,-40.97352695,-41.22007219,-5.323598232,-1.846923722,-51.20755316,-53.28612031,-4.362005996,-14.77776836,-30.37620953,-30.08075075,-2.465219484,-9.241918045,-53.88722128,-33.93042313,-7.443110159,-66.05270473,-1.336552295,-49.55482757,-43.88576549,-12.39818327,-37.9050641,-11.9618465,-53.91291691,-62.0865601,-28.94786195,-8.783971353,-45.74021399,-47.95908465,-24.58346661,-4.912071052,-58.1924647,-48.19761892,-17.38808419,-23.77012813,-21.79167154,-23.69579312,-52.66975756,-20.72954233,-1.720895226,-50.82030529,-4.356422656,-27.21704366,-12.57035296,-3.193733415,-54.59808208,-4.644949037,-1.009648402,-22.41871906,-55.322605,-51.74084017,-0.792117124,-32.36072144,-39.06659315,-53.41276977,-38.57446761,-17.63787561,-15.29824171,-1.21637811,-0.936304807,-32.04812403,-44.46101214,-50.44749952,-24.43819799,-1.242787219,-59.32988489,-2.192584811,-2.705995365,-60.07102093,-9.740631363,-50.18618449,-53.00173657,-2.571378341,-21.89503157,-45.49215914,-54.17550443,-5.316977997,-34.39556442,-29.8532444,-47.51418673,-50.84148661,-2.333979501,-33.61037157,-1.64442233,-50.8066914,-41.43418529,-3.909571885,-5.085394166,-2.412442382,-1.261015717,-19.19716787,-27.53154243,-5.233888823,-0.809437703,-48.06506773,-12.04970799,-31.98501025,-50.95726591,-33.56467272,-2.551077197,-0.850921749,-44.1839864,-44.25285576,-46.39327758,-52.01124504,-5.53473055,-12.92070699,-1.469704894,-6.35861953,-55.24816959,-34.90435866,-40.30813116,-1.427536215,-19.67395369,-3.625007319,-50.04937672,-1.01059393,-25.14204662,-10.96424339,-1.953565878,-15.28456821,-16.48168313,-8.392445491,-20.66474139,-1.075677928,-1.188179062,-7.822861111,-9.364486281,-2.306689728,-0.685861455,-1.015759349,-1.398034931,-1.00319534,-1.893237845,-1.354574143,-32.47981832,-2.101392882,-40.95422178,-33.34670249,-17.34404116,-1.02504237,-45.96136679,-7.685447521,-43.10269593,-2.165802324,-27.4086543,-13.12264029,-50.39517596,-31.80661714,-45.07105591,-7.046581925
78,-6.634593611,-10.39534717,-51.30456864,-6.571852505,-53.18260727,-4.697024925,-3.656717961,-3.120960005,-35.32749801,-2.995621314,-45.8206426,-35.40795948,-0.568077166,-33.88447064,-54.04546399,-5.308229148,-46.170674,-0.710172103,-49.16224963,-43.52703138,-10.39140971,-24.21095368,-16.458894,-50.6210038,-0.679824647,-5.816338681,-8.665698292,-53.90523399,-47.3952308,-37.43180082,-28.88891712,-36.83904677,-2.783710578,-2.116968529,-6.43828913,-53.83820047,-13.7333694,-2.709619245,-21.42945992,-50.53984649,-53.00219075,-1.378530669,-47.933402,-2.014393635,-52.43790115,-2.829646761,-24.039173,-2.826338858,-14.72556796,-15.50253547,-44.43975846,-15.44908358,-44.72402913,-5.283344554,-1.411902661,-29.09278038,-2.192828835,-53.23879404,-6.655192673,-14.78242431,-47.42611629,-2.308253875,-19.72422948,-37.84507054,-1.024598661,-36.27222161,-1.57994338,-1.783365718,-31.13427819,-2.616159123,-32.84844721,-2.853129621,-22.89046465,-5.529581103,-0.442962881,-21.75735883,-13.20880468,-53.58226738,-1.045092943,-42.93613206,-25.32107616,-8.142137588,-14.7921894,-45.82703288,-1.831020512,-13.32134502,-47.27147902,-51.22222967,-41.58844953,-15.0797976,-60.79835768,-26.89540335,-5.51340132,-12.59756424,-38.39044206,-25.80225488,-49.00678054,-43.19095981,-15.64400564,-2.106985983,-45.93372429,-17.86934423,-10.52739411,-1.031883886,-24.82016995,-56.68776734,-47.83195091,-48.63341581,-6.975899221,-45.4799617,-12.30079303,-39.59919668,-59.9061703,-40.58828946,-6.97433308,-1.040992409,-7.235658376,-10.30872607,-36.72690633,-55.26392843,-55.15779784,-51.64920656,-43.67625282,-1.843667288,-60.88261301,-35.10791142,-49.36592556,-5.164788643,-29.73750614,-9.056929387,-7.545773593,-51.93088666,-10.97242272,-26.37440257,-50.88632036,-44.42326573,-18.30131498,-29.35079054,-25.89427386,-2.708836103,-1.037440262,-44.90498192,-22.19613819,-2.818764684,-6.483869574,-35.30186149,-50.45851227,-31.42513882,-16.10075549,-51.19789824,-40.33037329,-40.54913916,-4.947402176,-1.754065394,-50.98754248,-53.26208436,-4.003729972,-14.21493009,-29.77062554,-29.4433421,-2.261622077,-8.691734108,-53.67903179,-33.45054616,-7.023477469,-65.8741436,-1.22095646,-49.31117239,-43.35219596,-11.75379564,-37.29652353,-11.34112583,-53.77073179,-61.95921474,-28.21685094,-8.251694547,-45.31020218,-47.72903844,-23.76350592,-4.660372141,-57.96927535,-47.91155507,-16.66020557,-23.10211848,-21.12498984,-22.9839267,-52.44137019,-20.09062349,-1.612840415,-50.65819407,-4.034156217,-26.5562184,-12.061263,-3.003020258,-54.22621724,-4.356345775,-0.935786997,-21.65532194,-55.05280495,-51.54766096,-0.737761161,-31.52030407,-38.36102035,-53.240275,-38.01858964,-16.82532764,-14.70540188,-1.157418855,-0.857562299,-31.54006079,-43.96209217,-49.73098968,-23.78637384,-1.166301185,-59.19492262,-2.061934117,-2.545873623,-60.02487918,-9.181173574,-50.01279915,-52.80258707,-2.413251396,-21.18666406,-44.94859826,-54.09444794,-5.068240327,-33.88107037,-29.14672674,-47.04961182,-50.59759822,-2.180810303,-32.88088544,-1.568115324,-50.5292881,-40.79708519,-3.599726499,-4.725282654,-2.29370248,-1.188016693,-18.45111187,-26.77565643,-4.897691542,-0.760160412,-47.66875475,-11.46487535,-31.23763863,-50.58848878,-32.74284152,-2.357528119,-0.810646644,-43.82831009,-43.70913836,-45.88436529,-51.77966182,-5.169644566,-12.36633253,-1.370488351,-5.979245397,-55.09294582,-34.09102922,-39.67217876,-1.359483649,-18.87274415,-3.386582136,-49.75567788,-0.949309095,-24.47265362,-10.38499011,-1.855552656,-14.55380854,-15.63531826,-7.914241255,-19.98060302,-0.997434095,-1.110341445,-7.432784216,-8.849658517,-2.113348449,-0.65190038,-0.945236269,-1.297695099,-0.942109543,-1.813341492,-1.241275385,-32.01694442,-1.933931052,-40.45341015,-32.58978553,-16.60704429,-0.98084913,-45.60416772,-7.192202862,-42.69028192,-2.038287004,-26.54281805,-12.54921093,-50.19068821,-31.17458159,-44.57194285,-6.720881619
79,-6.242930928,-9.888897705,-51.06566869,-6.23813626,-52.88675398,-4.445723574,-3.523857665,-2.938310984,-34.85806836,-2.787651982,-45.20720161,-34.81886838,-0.545167604,-33.37187936,-53.87386435,-4.995312112,-45.6445296,-0.676397523,-48.86914477,-43.02226197,-9.932971977,-23.46481345,-15.78809409,-50.37368632,-0.653038141,-5.509103208,-8.204343946,-53.70786356,-46.90600387,-36.53426109,-28.19847009,-36.23195941,-2.630890392,-1.997468369,-6.168658844,-53.66697919,-13.14769045,-2.532832061,-20.71732416,-50.38713119,-52.82340767,-1.321729511,-47.58808065,-1.899668447,-52.24512739,-2.681899987,-23.1151999,-2.690244786,-14.09765108,-14.97830363,-44.04989477,-14.82473096,-44.28474553,-4.917854605,-1.333980789,-28.48485874,-2.065242329,-53.05133722,-6.251850749,-14.10597972,-47.03390241,-2.146644855,-18.97864256,-37.26741355,-0.983449607,-35.69386106,-1.502252591,-1.656044937,-30.35578126,-2.483088163,-32.38893983,-2.684765848,-22.17959328,-5.274817216,-0.418135116,-21.08436684,-12.65075847,-53.40986304,-1.009723127,-42.35762861,-24.63873479,-7.715281935,-14.14237812,-45.27667223,-1.716481737,-12.73496275,-47.04118527,-50.99679162,-41.13708042,-14.46425584,-60.41414318,-26.12251264,-5.200321852,-12.0171415,-37.76765123,-25.17417849,-48.83451572,-42.66912609,-14.95475669,-1.936649614,-45.37369824,-17.20035025,-9.934392042,-0.961956889,-24.10811618,-56.50405582,-47.65331035,-48.32951024,-6.526113615,-44.98233296,-11.74772159,-39.03665282,-59.85204167,-40.03112153,-6.547371643,-0.954611396,-6.812381263,-9.674190682,-36.12821335,-54.99564909,-54.83898437,-51.49025046,-43.21211699,-1.749904183,-60.73069547,-34.19488615,-48.98128578,-4.797393528,-29.09619715,-8.612710329,-7.223933162,-51.48415354,-10.43665986,-25.7144221,-50.73997432,-43.97009829,-17.6660016,-28.8023404,-25.29049499,-2.560320597,-0.991767577,-44.49587603,-21.31218822,-2.641092146,-6.108999922,-34.71641653,-50.10670215,-30.89106875,-15.48526839,-50.88949356,-39.68721962,-39.88796726,-4.614161116,-1.685672232,-50.80194343,-53.22449686,-3.719956432,-13.65209181,-29.19245939,-28.83760294,-2.087331613,-8.17227058,-53.49409094,-32.9706692,-6.603844778,-65.69107111,-1.105360626,-49.07613945,-42.87774367,-11.14103234,-36.72091671,-10.72374236,-53.62854666,-61.83272303,-27.60883092,-7.749048018,-44.88019037,-47.4720601,-23.00244685,-4.418550821,-57.74055464,-47.65284673,-15.97767615,-22.43865985,-20.48376733,-22.38324679,-52.21298282,-19.45170466,-1.516485171,-50.50344614,-3.826927123,-25.92726608,-11.55217304,-2.8188175,-53.81972049,-4.067742512,-0.861925591,-20.94365315,-54.77832684,-51.39556347,-0.699178316,-30.81848527,-37.68834088,-53.07231078,-37.49532711,-16.02209328,-14.13777643,-1.0984596,-0.814208134,-31.03199755,-43.46333014,-49.01447983,-23.1346047,-1.089815151,-59.06120579,-1.931283424,-2.394477072,-59.97171616,-8.621715785,-49.83784859,-52.60343758,-2.258253727,-20.47829655,-44.40892542,-54.02082711,-4.819502657,-33.37777242,-28.4563536,-46.59222088,-50.35344578,-2.042373687,-32.15139931,-1.491808317,-50.25648091,-40.15998508,-3.32268045,-4.389057886,-2.193464954,-1.11501767,-17.76377128,-26.07118868,-4.578844305,-0.710883121,-47.27242422,-10.9332448,-30.50163312,-50.21961553,-31.94260582,-2.197652348,-0.770371539,-43.47263379,-43.16282064,-45.40227764,-51.59425627,-4.848563914,-11.81195808,-1.291221105,-5.668084577,-54.94061803,-33.28629366,-39.07781082,-1.294042342,-18.13027314,-3.148156953,-49.46197904,-0.896085965,-23.84993077,-9.805736827,-1.757539434,-13.87124943,-14.88351416,-7.436537899,-19.42218179,-0.927896988,-1.032503828,-7.042707321,-8.366718639,-1.986984376,-0.618154386,-0.895632123,-1.23474912,-0.882831568,-1.738170451,-1.177841489,-31.56839218,-1.809063255,-39.93309805,-31.83286857,-15.95636714,-0.941082318,-45.24029268,-6.767494096,-42.27786791,-1.940405933,-25.67704262,-12.01380384,-50.005867,-30.57271272,-44.06267857,-6.414915333
