Distance,Case 1,Case 2,Case 3,Case 4,Case 5,Case 6,Case 7,Case 8,Case 9,Case 10,Case 11,Case 12,Case 13,Case 14,Case 15,Case 16,Case 17,Case 18,Case 19,Case 20,Case 21,Case 22,Case 23,Case 24,Case 25,Case 26,Case 27,Case 28,Case 29,Case 30,Case 31,Case 32,Case 33,Case 34,Case 35,Case 36,Case 37,Case 38,Case 39,Case 40,Case 41,Case 42,Case 43,Case 44,Case 45,Case 46,Case 47,Case 48,Case 49,Case 50,Case 51,Case 52,Case 53,Case 54,Case 55,Case 56,Case 57,Case 58,Case 59,Case 60,Case 61,Case 62,Case 63,Case 64,Case 65,Case 66,Case 67,Case 68,Case 69,Case 70,Case 71,Case 72,Case 73,Case 74,Case 75,Case 76,Case 77,Case 78,Case 79,Case 80,Case 81,Case 82,Case 83,Case 84,Case 85,Case 86,Case 87,Case 88,Case 89,Case 90,Case 91,Case 92,Case 93,Case 94,Case 95,Case 96,Case 97,Case 98,Case 99,Case 100,Case 101,Case 102,Case 103,Case 104,Case 105,Case 106,Case 107,Case 108,Case 109,Case 110,Case 111,Case 112,Case 113,Case 114,Case 115,Case 116,Case 117,Case 118,Case 119,Case 120,Case 121,Case 122,Case 123,Case 124,Case 125,Case 126,Case 127,Case 128,Case 129,Case 130,Case 131,Case 132,Case 133,Case 134,Case 135,Case 136,Case 137,Case 138,Case 139,Case 140,Case 141,Case 142,Case 143,Case 144,Case 145,Case 146,Case 147,Case 148,Case 149,Case 150,Case 151,Case 152,Case 153,Case 154,Case 155,Case 156,Case 157,Case 158,Case 159,Case 160,Case 161,Case 162,Case 163,Case 164,Case 165,Case 166,Case 167,Case 168,Case 169,Case 170,Case 171,Case 172,Case 173,Case 174,Case 175,Case 176,Case 177,Case 178,Case 179,Case 180,Case 181,Case 182,Case 183,Case 184,Case 185,Case 186,Case 187,Case 188,Case 189,Case 190,Case 191,Case 192,Case 193,Case 194,Case 195,Case 196,Case 197,Case 198,Case 199,Case 200,Case 201,Case 202,Case 203,Case 204,Case 205,Case 206,Case 207,Case 208,Case 209,Case 210,Case 211,Case 212,Case 213,Case 214,Case 215,Case 216,Case 217,Case 218,Case 219,Case 220,Case 221,Case 222,Case 223,Case 224,Case 225,Case 226,Case 227,Case 228,Case 229,Case 230,Case 231,Case 232,Case 233,Case 234,Case 235,Case 236,Case 237,Case 238,Case 239,Case 240,Case 241,Case 242,Case 243,Case 244,Case 245,Case 246,Case 247,Case 248,Case 249,Case 250,Case 251,Case 252,Case 253,Case 254,Case 255,Case 256,Case 257,Case 258,Case 259,Case 260,Case 261,Case 262,Case 263,Case 264,Case 265,Case 266,Case 267,Case 268,Case 269,Case 270,Case 271,Case 272,Case 273,Case 274,Case 275,Case 276,Case 277,Case 278,Case 279,Case 280,Case 281,Case 282,Case 283,Case 284,Case 285,Case 286,Case 287,Case 288,Case 289,Case 290,Case 291,Case 292,Case 293,Case 294,Case 295,Case 296,Case 297,Case 298,Case 299,Case 300
-13,-0.38460156,-0.454879918,-0.159140934,-0.429102944,-0.186095946,-0.419127979,-0.434184049,-0.347417056,-0.300324605,-0.268335279,-0.32050591,-0.40390267,-0.348400619,-0.271603374,-0.167611678,-0.315673938,-0.311833201,-0.405988227,-0.213027132,-0.226693706,-0.466843738,-0.300099477,-0.278130063,-0.216926314,-0.322501162,-0.299763841,-0.474961477,-0.273300231,-0.201635296,-0.354276787,-0.243377553,-0.23305701,-0.41777065,-0.430794807,-0.469926875,-0.134829067,-0.314657383,-0.433240641,-0.304844371,-0.273599135,-0.148086431,-0.459565869,-0.332389386,-0.331467738,-0.172743614,-0.372325585,-0.370422879,-0.516381514,-0.428595334,-0.432546547,-0.274035016,-0.291197345,-0.356061737,-0.356392541,-0.348962073,-0.239142705,-0.326222845,-0.160497774,-0.422353614,-0.377545304,-0.160726793,-0.351638806,-0.456409798,-0.259419341,-0.402982502,-0.315451402,-0.373663653,-0.454802382,-0.308728583,-0.413322636,-0.313967392,-0.448757568,-0.444573159,-0.385296855,-0.365049807,-0.363275462,-0.396599759,-0.178449334,-0.35402178,-0.190673087,-0.298408413,-0.430447054,-0.276424512,-0.3238423,-0.354155906,-0.388232444,-0.27743566,-0.245575015,-0.280253875,-0.35463993,-0.378994164,-0.442765437,-0.410522589,-0.474143937,-0.214182286,-0.371770796,-0.204605841,-0.308943448,-0.459590794,-0.368521201,-0.244649371,-0.338647046,-0.327340606,-0.372377974,-0.333041258,-0.256161608,-0.260396896,-0.155512289,-0.422352666,-0.371159657,-0.36877303,-0.279455272,-0.235334132,-0.258209427,-0.479186178,-0.361195967,-0.381274522,-0.351682705,-0.205677647,-0.319921255,-0.203628127,-0.28784638,-0.273307368,-0.46794258,-0.229069578,-0.379108371,-0.241279436,-0.386202801,-0.252653062,-0.419491165,-0.431117757,-0.306697939,-0.371781765,-0.368298217,-0.205261979,-0.248720046,-0.348165981,-0.371235197,-0.392030157,-0.341918328,-0.404924211,-0.304249894,-0.268672204,-0.322348129,-0.475870336,-0.261890666,-0.236549607,-0.37609811,-0.394811128,-0.306311143,-0.083395071,-0.090885417,-0.094030532,-0.085923175,-0.077271189,-0.079562347,-0.103169297,-0.108470782,-0.097321127,-0.109161433,-0.101396904,-0.116728748,-0.091589302,-0.092625164,-0.104389901,-0.09280064,-0.0955029,-0.087305569,-0.09443351,-0.10011422,-0.10697995,-0.099310691,-0.081149876,-0.089390676,-0.077809105,-0.098540777,-0.099264641,-0.081527335,-0.096943678,-0.117741115,-0.096682594,-0.07374147,-0.101501692,-0.104164294,-0.094314518,-0.092487144,-0.088130249,-0.082511302,-0.107345784,-0.075293223,-0.099049261,-0.102362834,-0.11022823,-0.109772684,-0.090691546,-0.094865006,-0.094860323,-0.100343045,-0.090768005,-0.084644475,-0.097884507,-0.092402607,-0.111037683,-0.088875195,-0.087811133,-0.103635129,-0.103388374,-0.098571664,-0.096270489,-0.10488763,-0.108638853,-0.100110783,-0.091553904,-0.095043359,-0.080099754,-0.115147244,-0.089925468,-0.080055933,-0.101944574,-0.080038015,-0.093263818,-0.099742171,-0.104717652,-0.094962366,-0.075894111,-0.091760149,-0.095568278,-0.107564081,-0.106005705,-0.095634215,-0.118429655,-0.086293139,-0.096355356,-0.086580236,-0.089327569,-0.117264028,-0.107882841,-0.101558288,-0.116748324,-0.110547582,-0.085423966,-0.094053821,-0.095312757,-0.078726195,-0.114424984,-0.087733806,-0.102290201,-0.075017405,-0.116372804,-0.107768856,-0.097403498,-0.088537322,-0.108877026,-0.078614019,-0.111988833,-0.113203924,-0.096299482,-0.098107956,-0.093257542,-0.101012357,-0.073540093,-0.093636762,-0.096824464,-0.101456847,-0.094254379,-0.088606074,-0.086802003,-0.108380252,-0.097582133,-0.092758873,-0.076305965,-0.102429025,-0.111813503,-0.119969474,-0.091179787,-0.10836531,-0.106351861,-0.096740987,-0.091571899,-0.087530922,-0.110306267,-0.106450578,-0.116977009,-0.100589457,-0.082765662,-0.111003707,-0.102020521,-0.073710612,-0.083322619,-0.101179733,-0.078607134,-0.101497598,-0.097321286,-0.126111496,-0.09274511,-0.092762842,-0.070705524,-0.10240092,-0.092945741,-0.100418479
-12.32,-0.488333322,-0.549045328,-0.21106388,-0.526518643,-0.243891827,-0.486041392,-0.502399145,-0.401589084,-0.371889598,-0.334571952,-0.388970276,-0.479439919,-0.406190285,-0.346335438,-0.222028879,-0.376284954,-0.374276999,-0.454952603,-0.279965841,-0.292569615,-0.52965598,-0.389576267,-0.346789076,-0.277495928,-0.393987705,-0.371058485,-0.553482434,-0.32356219,-0.262624323,-0.418971973,-0.314638891,-0.304075264,-0.49488131,-0.510145513,-0.541339211,-0.179694868,-0.397720446,-0.511292519,-0.38926459,-0.340913654,-0.200138638,-0.524374745,-0.408979615,-0.408923955,-0.223302253,-0.465460981,-0.434987121,-0.589256095,-0.5069071,-0.505471212,-0.335391548,-0.368769873,-0.435699323,-0.439421007,-0.403969732,-0.309480597,-0.382828065,-0.21047609,-0.507437532,-0.457363569,-0.211863843,-0.414689101,-0.522956208,-0.344853496,-0.490481336,-0.396248225,-0.438121786,-0.549386679,-0.377147516,-0.482917995,-0.38417164,-0.540186974,-0.516598087,-0.446493757,-0.42519511,-0.44535086,-0.488817262,-0.23226019,-0.406020721,-0.248802919,-0.365136621,-0.500422333,-0.342549242,-0.402678253,-0.443088421,-0.47299124,-0.340500987,-0.29695363,-0.357312197,-0.43469647,-0.449128019,-0.528306906,-0.491822253,-0.54256535,-0.27834047,-0.43675663,-0.263262016,-0.379829,-0.534992109,-0.451363753,-0.308884451,-0.426080517,-0.398964947,-0.461389308,-0.409882316,-0.31552708,-0.327171625,-0.203818724,-0.505422235,-0.450219391,-0.464366053,-0.344444402,-0.293592132,-0.340165801,-0.554137456,-0.448058186,-0.456580826,-0.411419796,-0.270071965,-0.387005235,-0.262647884,-0.359652412,-0.344805607,-0.539124716,-0.282715845,-0.445694229,-0.309273361,-0.469177133,-0.317468791,-0.496221731,-0.500775586,-0.36141517,-0.464269357,-0.456071906,-0.265188565,-0.311686545,-0.425846339,-0.452425684,-0.475285078,-0.403322649,-0.491171981,-0.369281883,-0.324024482,-0.399313294,-0.556313274,-0.332281314,-0.30181984,-0.464097432,-0.467546772,-0.379663046,-0.179410231,-0.188573101,-0.352725708,-0.307903455,-0.165327094,-0.301389043,-0.399051113,-0.408494493,-0.34252279,-0.290659579,-0.432791266,-0.452907708,-0.149127697,-0.260813727,-0.331535345,-0.306464489,-0.3905526,-0.239329404,-0.210058867,-0.422592494,-0.308653503,-0.396124088,-0.203357525,-0.265125946,-0.206891794,-0.370101258,-0.231759869,-0.247489942,-0.294909576,-0.469843056,-0.270105185,-0.266294526,-0.386144442,-0.432646782,-0.292561542,-0.370053217,-0.243516073,-0.36917979,-0.428851245,-0.18183016,-0.348955579,-0.312564747,-0.44615678,-0.406443496,-0.339181209,-0.41880774,-0.348536418,-0.255234259,-0.20072212,-0.188942302,-0.28709566,-0.275427949,-0.292256501,-0.158030567,-0.258477129,-0.407374176,-0.367816331,-0.412740012,-0.366291135,-0.320089876,-0.259724318,-0.412765695,-0.359498075,-0.331832268,-0.223712038,-0.366229696,-0.302605654,-0.258094889,-0.416362072,-0.220684431,-0.153513199,-0.371763916,-0.369141592,-0.230484167,-0.253748221,-0.279580694,-0.356529113,-0.3773597,-0.215946852,-0.177516513,-0.478811563,-0.26924269,-0.362586649,-0.173691789,-0.317563971,-0.321120543,-0.298439909,-0.418496308,-0.446784035,-0.419390913,-0.287643142,-0.275561497,-0.506966678,-0.17101582,-0.39124221,-0.307590698,-0.208589393,-0.300788978,-0.476782079,-0.43706046,-0.364239758,-0.223648508,-0.243803025,-0.164095095,-0.426125411,-0.463591588,-0.384943012,-0.314936875,-0.226666701,-0.313186339,-0.242568218,-0.377923673,-0.3502206,-0.411836513,-0.314178113,-0.373523863,-0.263220312,-0.435483493,-0.386370216,-0.325683561,-0.308941576,-0.397229458,-0.390048809,-0.457421267,-0.395587311,-0.497227192,-0.338937605,-0.347157622,-0.385162204,-0.397303752,-0.424739408,-0.459670989,-0.414767447,-0.393976073,-0.313966748,-0.407889765,-0.342459017,-0.230084291,-0.271705888,-0.314715748,-0.276901804,-0.307551184,-0.280331805,-0.472666896,-0.354006859,-0.289048645,-0.180756603,-0.347572217,-0.193577608,-0.445898403
-11.76,-0.5642093,-0.618873956,-0.252314827,-0.602070832,-0.288392292,-0.538466083,-0.554604634,-0.443234465,-0.427621719,-0.385937953,-0.441516544,-0.537593176,-0.44949943,-0.404644789,-0.265870749,-0.42332366,-0.423017678,-0.493418909,-0.333126315,-0.346286667,-0.577919437,-0.453134205,-0.399768958,-0.326169503,-0.447726372,-0.4251795,-0.613701763,-0.363214392,-0.309544993,-0.469711783,-0.369280947,-0.356966524,-0.553707969,-0.570379987,-0.594968582,-0.215415982,-0.461937804,-0.57130561,-0.453816407,-0.395225401,-0.242334031,-0.57474711,-0.469646418,-0.468155063,-0.264254711,-0.534632525,-0.484590706,-0.647053096,-0.56726947,-0.561356405,-0.383720523,-0.427146289,-0.497743352,-0.503991414,-0.446808125,-0.364607797,-0.42647715,-0.250110229,-0.572670964,-0.518786282,-0.25253331,-0.463550096,-0.574111223,-0.405626675,-0.55656203,-0.459474805,-0.487272903,-0.620641315,-0.429218127,-0.535871794,-0.439133553,-0.610202446,-0.571864598,-0.494011551,-0.472240584,-0.508563157,-0.559523436,-0.27535211,-0.447800645,-0.293695636,-0.415688226,-0.554171881,-0.393419131,-0.464773802,-0.50932175,-0.537807871,-0.389805491,-0.337741389,-0.419135075,-0.495057183,-0.505386743,-0.594003063,-0.554608531,-0.595899716,-0.328088292,-0.487113101,-0.310371155,-0.434167604,-0.592595416,-0.515613139,-0.356953007,-0.489847621,-0.452161337,-0.525406791,-0.4689782,-0.363591214,-0.380945382,-0.242531472,-0.568549715,-0.511477698,-0.527853844,-0.39625188,-0.341251028,-0.400329974,-0.611781268,-0.514390254,-0.514525521,-0.457576387,-0.319737804,-0.440079034,-0.309344109,-0.416433614,-0.401904583,-0.592511918,-0.326694936,-0.497221761,-0.362921272,-0.52999257,-0.368615346,-0.555408961,-0.552856758,-0.404240775,-0.534741278,-0.52331646,-0.313212154,-0.362573706,-0.485528616,-0.515329655,-0.539361102,-0.449723224,-0.554203922,-0.420462922,-0.366943785,-0.45814994,-0.617743697,-0.388213352,-0.35365515,-0.531915109,-0.523317951,-0.438776368,-0.237368172,-0.254496889,-0.405192905,-0.354500346,-0.216444099,-0.364539103,-0.469810397,-0.49507083,-0.414041543,-0.381139714,-0.524951461,-0.541439011,-0.201397849,-0.329318375,-0.415124746,-0.361191745,-0.476070323,-0.293014794,-0.277091909,-0.500412371,-0.395716734,-0.489483303,-0.253364456,-0.320007293,-0.267135419,-0.435856708,-0.300560033,-0.314449399,-0.370020045,-0.535425269,-0.337709003,-0.329210244,-0.46729122,-0.52697113,-0.374487701,-0.458531554,-0.297358564,-0.451607681,-0.511466827,-0.237163608,-0.429665805,-0.402273037,-0.514838625,-0.490376182,-0.404737888,-0.486493265,-0.408295378,-0.329889617,-0.26003034,-0.247175326,-0.357087074,-0.340136742,-0.372178796,-0.207832264,-0.332784204,-0.464079965,-0.443801153,-0.475974289,-0.443672633,-0.410032784,-0.334308902,-0.478040622,-0.43194408,-0.380636948,-0.281256649,-0.443970538,-0.369901922,-0.315470696,-0.484376748,-0.277971081,-0.202094264,-0.448679315,-0.450967761,-0.299107441,-0.315648609,-0.335167866,-0.443205516,-0.46489862,-0.284304233,-0.232461899,-0.569261723,-0.334655981,-0.422548172,-0.228371697,-0.386697434,-0.407450336,-0.380118938,-0.471542192,-0.538918383,-0.50320663,-0.347958036,-0.338209926,-0.577074095,-0.220659597,-0.472599585,-0.371002082,-0.271479039,-0.366499381,-0.568235996,-0.493257172,-0.436891058,-0.282394886,-0.322729854,-0.212929088,-0.519289482,-0.54888166,-0.466111675,-0.397599153,-0.276023846,-0.376812061,-0.309397502,-0.44238774,-0.415906197,-0.486468351,-0.387426929,-0.448367956,-0.336745769,-0.521745602,-0.44154348,-0.397072735,-0.372144793,-0.472937235,-0.479998578,-0.540887798,-0.45930084,-0.572850686,-0.422677861,-0.407698899,-0.456015855,-0.455676496,-0.498287077,-0.524707708,-0.489969624,-0.472960236,-0.389029911,-0.495731878,-0.418323485,-0.286078832,-0.336167892,-0.384938484,-0.33415442,-0.385955563,-0.347494664,-0.567690015,-0.422549054,-0.353087503,-0.234565048,-0.43552804,-0.254812733,-0.512664495
-11.04,-0.647074717,-0.704085493,-0.302788243,-0.695540943,-0.344086089,-0.604485878,-0.619496052,-0.495284405,-0.497275024,-0.448844384,-0.507843981,-0.610160199,-0.502910622,-0.477780699,-0.321507928,-0.482184528,-0.484453986,-0.541789937,-0.39962091,-0.41504518,-0.638879086,-0.52695021,-0.465193853,-0.389307242,-0.511349439,-0.490943202,-0.689160531,-0.413946206,-0.368351765,-0.534796244,-0.436709471,-0.421776302,-0.625912308,-0.644656769,-0.660729998,-0.26033646,-0.541059802,-0.645093839,-0.535718711,-0.464655158,-0.295093637,-0.637565011,-0.545822969,-0.539713914,-0.314689284,-0.614455384,-0.546739956,-0.719267661,-0.642635509,-0.630898263,-0.444658654,-0.49744849,-0.575284527,-0.582480849,-0.500535179,-0.434966808,-0.481153798,-0.300872194,-0.653739926,-0.595114058,-0.302246616,-0.524684258,-0.637897586,-0.478464951,-0.63496778,-0.536847336,-0.547644626,-0.705304059,-0.494413498,-0.600995289,-0.508598881,-0.694888852,-0.64043738,-0.553916763,-0.530840758,-0.587782709,-0.645874442,-0.33115567,-0.500644268,-0.350683697,-0.479843424,-0.621580321,-0.455693315,-0.541791371,-0.588542612,-0.619542874,-0.451615901,-0.389353418,-0.49659788,-0.569456583,-0.577716156,-0.675136373,-0.632743646,-0.662823502,-0.38984798,-0.55012537,-0.371458969,-0.503161621,-0.664383522,-0.594443107,-0.41659043,-0.564405575,-0.518359249,-0.600062986,-0.542037166,-0.426598241,-0.449436036,-0.289794092,-0.645893456,-0.587899679,-0.603775729,-0.462071506,-0.40384669,-0.473257158,-0.682999668,-0.591830248,-0.586667535,-0.51490336,-0.380660711,-0.507641916,-0.368478437,-0.488130816,-0.47294583,-0.658542194,-0.384565744,-0.561804811,-0.431052123,-0.605210436,-0.43462713,-0.629708451,-0.617242936,-0.458527518,-0.61994891,-0.605625202,-0.375733471,-0.428791811,-0.560443053,-0.594589586,-0.618630469,-0.506858113,-0.629056476,-0.484523944,-0.42068757,-0.528183544,-0.693620714,-0.46103828,-0.420054557,-0.615601882,-0.593415381,-0.514127958,-0.283300397,-0.304890115,-0.445674568,-0.390678918,-0.257889009,-0.414010697,-0.523403067,-0.561223629,-0.469322418,-0.44973366,-0.59564982,-0.608133245,-0.244058417,-0.383861893,-0.478626536,-0.405984761,-0.541907846,-0.335660167,-0.330190325,-0.559931932,-0.46256861,-0.561481425,-0.29320168,-0.364255322,-0.31510418,-0.485851557,-0.352717715,-0.368532427,-0.426217388,-0.58524222,-0.392294045,-0.379097783,-0.529834331,-0.599194878,-0.438174688,-0.526536213,-0.339766814,-0.515004371,-0.573926613,-0.282528641,-0.491331083,-0.470772258,-0.566991108,-0.555031215,-0.456327618,-0.538158182,-0.453415589,-0.385438743,-0.307129883,-0.294195226,-0.410778082,-0.390310034,-0.430501643,-0.247753968,-0.391534299,-0.50761212,-0.49936637,-0.525254282,-0.503165699,-0.480250825,-0.389136261,-0.528760316,-0.48797851,-0.418342684,-0.32849117,-0.502067132,-0.421956538,-0.361635131,-0.536554735,-0.324129831,-0.240882384,-0.507528853,-0.513170055,-0.353197194,-0.365619328,-0.378455653,-0.510014039,-0.529637451,-0.335854096,-0.27597451,-0.634482161,-0.385031742,-0.468699705,-0.271934339,-0.440842927,-0.47428359,-0.443444399,-0.514189576,-0.608283427,-0.567262909,-0.394924902,-0.384874116,-0.633257073,-0.260022387,-0.530680391,-0.420245165,-0.320267523,-0.417636209,-0.638137153,-0.53679638,-0.493503906,-0.329889433,-0.379355879,-0.251798388,-0.59045059,-0.613861659,-0.528580517,-0.460456071,-0.31575666,-0.426471466,-0.363014653,-0.49211602,-0.466306848,-0.543307826,-0.444994614,-0.506358769,-0.394655075,-0.587660339,-0.484157344,-0.452114061,-0.421227682,-0.530610431,-0.547847863,-0.604759164,-0.506818013,-0.631284981,-0.48500454,-0.454397438,-0.511229095,-0.500160977,-0.552897954,-0.573973346,-0.544911293,-0.533777886,-0.447485996,-0.561965133,-0.477490392,-0.329690182,-0.385867089,-0.438147883,-0.379387284,-0.445199112,-0.401156765,-0.634672891,-0.47534557,-0.40238382,-0.278481621,-0.502735349,-0.303556562,-0.564126188
-10.24,-0.73317149,-0.791801895,-0.358537082,-0.790629074,-0.405106354,-0.675616583,-0.690247771,-0.550912295,-0.569877192,-0.516912335,-0.577876086,-0.686336758,-0.560463009,-0.552702627,-0.383553171,-0.544595475,-0.549254054,-0.593872896,-0.469350825,-0.485739968,-0.704122983,-0.602707864,-0.534006963,-0.455701427,-0.579364682,-0.560879272,-0.76862508,-0.470667483,-0.430905825,-0.604104013,-0.506730291,-0.48950274,-0.702459205,-0.723836309,-0.729780126,-0.310656724,-0.621504747,-0.721898896,-0.626016067,-0.53901182,-0.354002813,-0.704676562,-0.626032048,-0.61580214,-0.370360868,-0.698146942,-0.614491583,-0.796684182,-0.722151486,-0.704188185,-0.508935958,-0.570397458,-0.656687198,-0.66396552,-0.558431594,-0.507598538,-0.54066205,-0.357060871,-0.736824825,-0.67462766,-0.356631154,-0.590167448,-0.706038004,-0.553874815,-0.717574152,-0.615999645,-0.610981717,-0.792441857,-0.562600864,-0.671384368,-0.581511615,-0.782535473,-0.712954596,-0.619321921,-0.593233079,-0.668842291,-0.734139232,-0.392276546,-0.558796525,-0.4112383,-0.546687183,-0.692800616,-0.52175541,-0.621656051,-0.673230932,-0.702570958,-0.517801001,-0.446233551,-0.575442954,-0.645767445,-0.659045271,-0.760368507,-0.714381127,-0.735616449,-0.45437083,-0.616648158,-0.436785191,-0.574813026,-0.740103098,-0.677223043,-0.480325631,-0.64129011,-0.587221561,-0.678815994,-0.617493293,-0.495242498,-0.521936722,-0.341595628,-0.726652937,-0.6684301,-0.683119624,-0.531075742,-0.474847223,-0.548396292,-0.758367511,-0.672220549,-0.662403673,-0.576468715,-0.44484167,-0.580636203,-0.43432441,-0.565427339,-0.546848757,-0.729419728,-0.452061448,-0.630893758,-0.502363541,-0.68298059,-0.502608399,-0.707665166,-0.685484611,-0.517867164,-0.707644726,-0.690272783,-0.442947443,-0.498000276,-0.63785608,-0.676278513,-0.700405548,-0.568619691,-0.708463302,-0.55288411,-0.477166335,-0.60308453,-0.773413841,-0.53455458,-0.489472205,-0.702139375,-0.667250967,-0.593692295,-0.33835922,-0.365368178,-0.496428155,-0.436332742,-0.309051277,-0.47620997,-0.588936334,-0.644344178,-0.538282678,-0.532528905,-0.682351604,-0.689366148,-0.297604143,-0.452374628,-0.554891994,-0.465182797,-0.622686843,-0.39002379,-0.395840222,-0.634268034,-0.545665655,-0.650071712,-0.344790821,-0.421946496,-0.373359252,-0.548681124,-0.418440436,-0.438045082,-0.493379514,-0.646795889,-0.463266903,-0.442109693,-0.607757028,-0.687689253,-0.516194232,-0.610861858,-0.394081869,-0.59358153,-0.648862448,-0.338451562,-0.56641138,-0.553934977,-0.631901036,-0.634465872,-0.521301663,-0.60188882,-0.508541143,-0.452903306,-0.36668546,-0.352400836,-0.474568562,-0.452981938,-0.500708276,-0.297441433,-0.465256047,-0.562617145,-0.567473896,-0.587112863,-0.575908245,-0.569085854,-0.457704512,-0.592855048,-0.558440138,-0.465588595,-0.389887775,-0.570358177,-0.486443147,-0.420421309,-0.601044522,-0.384493465,-0.289663491,-0.580419223,-0.591660726,-0.421458612,-0.429284717,-0.432474598,-0.593412779,-0.609964344,-0.399761598,-0.329985237,-0.712576124,-0.447426845,-0.526159621,-0.325283297,-0.508358815,-0.557134282,-0.518000676,-0.568718971,-0.690461136,-0.646862498,-0.454562282,-0.441874639,-0.704091047,-0.309672986,-0.602562019,-0.481854113,-0.381150881,-0.481777287,-0.723468961,-0.591157386,-0.564588369,-0.392175766,-0.449041025,-0.300168178,-0.677575446,-0.694064636,-0.605564197,-0.537549425,-0.36684571,-0.489273746,-0.430443874,-0.553862072,-0.529431227,-0.613563089,-0.517393982,-0.577172975,-0.467533821,-0.668814409,-0.53720673,-0.522132519,-0.482715226,-0.602310657,-0.629713046,-0.682222659,-0.564487679,-0.7039608,-0.561257379,-0.512448865,-0.579761069,-0.555092573,-0.618673082,-0.633823178,-0.612217192,-0.608370551,-0.520333749,-0.641776997,-0.552475911,-0.383128469,-0.447637703,-0.501995194,-0.436435424,-0.517027433,-0.469770009,-0.714759237,-0.54159351,-0.464194813,-0.332776981,-0.585616145,-0.364906481,-0.628239977
