75,9.753309205,37.75919392,40.10852223
76,9.606348412,37.60907294,39.95186524
77,9.460528082,37.46061818,39.79710958
78,9.31673766,37.3139762,39.644373
79,9.17586659,37.16929357,39.49377327
80,9.038804316,37.02671688,39.34542815
81,8.906440282,36.88639271,39.19945539
82,8.777535899,36.74811038,39.05569348
83,8.650365732,36.61158441,38.9139155
84,8.52508895,36.47684915,38.77414115
85,8.401864727,36.34393893,38.63639011
86,8.280852232,36.21288811,38.50068207
87,8.162210639,36.08373102,38.36703672
88,8.046099118,35.956502,38.23547376
89,7.932892211,35.83129742,38.10604447
90,7.822626035,35.70813647,37.9787563
91,7.714952126,35.58693778,37.85356317
93,7.505987247,35.3501017,37.60927765
94,7.403999346,35.23430157,37.49009308
95,7.30320985,35.12013821,37.37281919
96,7.203270296,35.00753026,37.25740989
97,7.105844737,34.89681158,37.14409541
98,7.012251459,34.78825924,37.03305645
100,6.833093253,34.57698737,36.81732331
101,6.745794083,34.4739347,36.71238826
102,6.658858704,34.37238212,36.60924699
103,6.571419995,34.27216307,36.50777904
105,6.405365893,34.07679361,36.31160875
106,6.328537681,33.9819183,36.21717812
108,6.183179908,33.79753595,36.03487627
110,6.043421637,33.6199771,35.86032075
111,5.973592801,33.53363118,35.77557305
112,5.902704425,33.44884077,35.69231216
113,5.829936704,33.36555575,35.61038813
115,5.708782754,33.20568738,35.45620868
116,5.662736503,33.12926667,35.38438127
117,5.62142202,33.05482487,35.31511856
118,5.581122767,32.98208944,35.24771292
120,5.488703803,32.84064755,35.11564231
121,5.429151017,32.77139599,35.04956207
122,5.367479327,32.70554894,34.98593188
123,5.313163914,32.64522083,34.92740955
125,5.220493993,32.53762339,34.82250944
126,5.179085523,32.48860503,34.77454215
128,5.098486654,32.39575645,34.68359932
131,4.96022881,32.25633623,34.54774314
133,4.838669103,32.15308851,34.44827227
136,4.616378359,32.00550994,34.30710029
138,4.456203337,31.92198399,34.22736763
141,4.208370389,31.80705839,34.1175967
143,4.044168948,31.73039322,34.04411687
146,3.809798946,31.60339699,33.92170336
148,3.667574519,31.50377686,33.82511395
151,3.446571192,31.33843356,33.6735144
154,3.202981499,31.16845951,33.52832166
155,3.120596137,31.11162415,33.48030784
156,3.038984376,31.0550043,33.43211448
157,2.958967014,30.99878247,33.38351874
158,2.88136485,30.94314116,33.33429775
161,2.671257539,30.78152547,33.18065482
166,2.357740946,30.55415723,32.94732084
171,2.049317897,30.37750872,32.76010639
176,1.753387827,30.22706692,32.59086773
181,1.477350168,30.07831885,32.41146113
186,1.228604353,29.9067515,32.19374284
191,1.014549816,29.68785188,31.90956912
194,0.905875024,29.56680916,31.73973613
196,0.840876701,29.50750669,31.64475658
197,0.810147292,29.48021489,31.59881216
199,0.751451798,29.42358619,31.50346841
200,0.723175239,29.39154372,31.45145084
202,0.667988316,29.31323858,31.33217867
205,0.586294871,29.13993851,31.095541
210,0.472398892,28.71334675,30.55011642
215,0.392314877,28.20214623,29.90207479
218,0.352747504,27.88314549,29.49597547
220,0.327420935,27.67444216,29.22829554
223,0.288029099,27.37822977,28.84365577
225,0.259095176,27.19833973,28.60565809
228,0.218672364,26.92602342,28.24244209
233,0.17130376,26.42046644,27.56896951
238,0.141482107,25.88752554,26.8557355
243,0.12060377,25.37016607,26.15510081
246,0.108790447,25.08510308,25.76254974
248,0.100065113,24.91135341,25.51942617
251,0.084325853,24.68204186,25.19098428
253,0.073971131,24.54086873,24.98500834
256,0.063442319,24.32301472,24.6667682
258,0.059028663,24.17692672,24.45238887
261,0.055065146,23.96202114,24.13428801
263,0.053464149,23.82477927,23.92849779
266,0.051373311,23.63346362,23.63602495
271,0.052429015,23.33607943,23.17079378
276,0.063060112,23.04817569,22.71196618
281,0.082594058,22.77350957,22.26385875
286,0.110358314,22.51583828,21.83078811
295,0.178927599,22.1068499,21.10293228
297,0.197096077,22.0272987,20.95223444
302,0.24667784,21.84925921,20.59628913
307,0.301148912,21.70706614,20.27718298
312,0.360558389,21.60063034,19.99488706
317,0.426090675,21.52333242,19.74169072
320,0.468841706,21.48818619,19.60053309
322,0.498930171,21.468553,19.50988332
327,0.580261282,21.4296727,19.29175424
