Distance,Case 1,Case 2,Case 3,Case 4,Case 5,Case 6,Case 7,Case 8,Case 9,Case 10,Case 11,Case 12,Case 13,Case 14,Case 15,Case 16,Case 17,Case 18,Case 19,Case 20,Case 21,Case 22,Case 23,Case 24,Case 25,Case 26,Case 27,Case 28,Case 29,Case 30,Case 31,Case 32,Case 33,Case 34,Case 35,Case 36,Case 37,Case 38,Case 39,Case 40,Case 41,Case 42,Case 43,Case 44,Case 45,Case 46,Case 47,Case 48,Case 49,Case 50,Case 51,Case 52,Case 53,Case 54,Case 55,Case 56,Case 57,Case 58,Case 59,Case 60,Case 61,Case 62,Case 63,Case 64,Case 65,Case 66,Case 67,Case 68,Case 69,Case 70,Case 71,Case 72,Case 73,Case 74,Case 75,Case 76,Case 77,Case 78,Case 79,Case 80,Case 81,Case 82,Case 83,Case 84,Case 85,Case 86,Case 87,Case 88,Case 89,Case 90,Case 91,Case 92,Case 93,Case 94,Case 95,Case 96,Case 97,Case 98,Case 99,Case 100,Case 101,Case 102,Case 103,Case 104,Case 105,Case 106,Case 107,Case 108,Case 109,Case 110,Case 111,Case 112,Case 113,Case 114,Case 115,Case 116,Case 117,Case 118,Case 119,Case 120,Case 121,Case 122,Case 123,Case 124,Case 125,Case 126,Case 127,Case 128,Case 129,Case 130,Case 131,Case 132,Case 133,Case 134,Case 135,Case 136,Case 137,Case 138,Case 139,Case 140,Case 141,Case 142,Case 143,Case 144,Case 145,Case 146,Case 147,Case 148,Case 149,Case 150,Case 151,Case 152,Case 153,Case 154,Case 155,Case 156,Case 157,Case 158,Case 159,Case 160,Case 161,Case 162,Case 163,Case 164,Case 165,Case 166,Case 167,Case 168,Case 169,Case 170,Case 171,Case 172,Case 173,Case 174,Case 175,Case 176,Case 177,Case 178,Case 179,Case 180,Case 181,Case 182,Case 183,Case 184,Case 185,Case 186,Case 187,Case 188,Case 189,Case 190,Case 191,Case 192,Case 193,Case 194,Case 195,Case 196,Case 197,Case 198,Case 199,Case 200,Case 201,Case 202,Case 203,Case 204,Case 205,Case 206,Case 207,Case 208,Case 209,Case 210,Case 211,Case 212,Case 213,Case 214,Case 215,Case 216,Case 217,Case 218,Case 219,Case 220,Case 221,Case 222,Case 223,Case 224,Case 225,Case 226,Case 227,Case 228,Case 229,Case 230,Case 231,Case 232,Case 233,Case 234,Case 235,Case 236,Case 237,Case 238,Case 239,Case 240,Case 241,Case 242,Case 243,Case 244,Case 245,Case 246,Case 247,Case 248,Case 249,Case 250,Case 251,Case 252,Case 253,Case 254,Case 255,Case 256,Case 257,Case 258,Case 259,Case 260,Case 261,Case 262,Case 263,Case 264,Case 265,Case 266,Case 267,Case 268,Case 269,Case 270,Case 271,Case 272,Case 273,Case 274,Case 275,Case 276,Case 277,Case 278,Case 279,Case 280,Case 281,Case 282,Case 283,Case 284,Case 285,Case 286,Case 287,Case 288,Case 289,Case 290,Case 291,Case 292,Case 293,Case 294,Case 295,Case 296,Case 297,Case 298,Case 299,Case 300
-13,-0.557964338,-0.63038337,-0.357342567,-0.530982498,-0.431385557,-0.580648548,-0.692347974,-0.428673322,-0.40571836,-0.354269496,-0.577166471,-0.641623573,-0.418964023,-0.431395893,-0.440846875,-0.366651105,-0.555262407,-0.529963797,-0.476931723,-0.377403745,-0.659313141,-0.486102954,-0.378082438,-0.468211568,-0.375271402,-0.434220059,-0.659527278,-0.520474932,-0.400491046,-0.555437688,-0.421754422,-0.418472258,-0.497167113,-0.575618539,-0.662850726,-0.316989026,-0.38777285,-0.551773429,-0.480499899,-0.530010657,-0.377673248,-0.589220607,-0.571644628,-0.452127998,-0.332896425,-0.487829861,-0.641042066,-0.680103098,-0.579060254,-0.5620577,-0.46506978,-0.459932851,-0.612451098,-0.42084367,-0.44327905,-0.365273406,-0.432364255,-0.397729829,-0.554380478,-0.481518424,-0.315418397,-0.427624548,-0.633680005,-0.490060374,-0.506818145,-0.49523745,-0.446547306,-0.554816736,-0.513304274,-0.592656404,-0.426608996,-0.560283312,-0.623990342,-0.568244134,-0.422548082,-0.463989583,-0.495988031,-0.437511472,-0.531606418,-0.353735536,-0.44325242,-0.600402972,-0.406189855,-0.572892663,-0.475561876,-0.502754699,-0.472997666,-0.426753029,-0.479148054,-0.489883515,-0.708945927,-0.636252569,-0.525063679,-0.715068518,-0.369552322,-0.491450207,-0.391509607,-0.550526162,-0.670718421,-0.415133935,-0.46280768,-0.528427947,-0.399219066,-0.440066773,-0.452509357,-0.485965686,-0.493522489,-0.290276727,-0.504665263,-0.611925415,-0.528004078,-0.419150044,-0.493836476,-0.502808111,-0.642930125,-0.389918975,-0.470365186,-0.440505008,-0.357733665,-0.584990105,-0.46896934,-0.529946031,-0.413545386,-0.668986069,-0.454452756,-0.584847682,-0.509939429,-0.466582722,-0.340743096,-0.581856881,-0.618339062,-0.518503217,-0.498861588,-0.503359508,-0.396454906,-0.408683949,-0.499985935,-0.516520796,-0.525080256,-0.453926788,-0.510822898,-0.516636132,-0.329491162,-0.470434308,-0.624167636,-0.40896337,-0.500601721,-0.541896881,-0.605737218,-0.50441,-0.092408694,-0.107827958,-0.106832335,-0.094673265,-0.108069399,-0.104445847,-0.113719712,-0.129138368,-0.119379026,-0.130083241,-0.111198055,-0.139863291,-0.135995156,-0.108086741,-0.112592307,-0.115732422,-0.101257419,-0.110150925,-0.11715052,-0.118430248,-0.13529927,-0.10853876,-0.103633251,-0.109803374,-0.082724297,-0.115384225,-0.130562828,-0.108491109,-0.113393891,-0.138903561,-0.127714094,-0.088592478,-0.114579903,-0.12986441,-0.103004235,-0.108796276,-0.109612585,-0.092671509,-0.122309396,-0.090440886,-0.104533553,-0.123579556,-0.134579923,-0.123693259,-0.114188547,-0.107366254,-0.099469747,-0.11316134,-0.117279313,-0.116503489,-0.099310611,-0.106426909,-0.137767828,-0.118241109,-0.104057771,-0.123027818,-0.121353425,-0.110449225,-0.10090845,-0.128892768,-0.143068109,-0.127192155,-0.106877702,-0.103415214,-0.097210333,-0.12646198,-0.09393682,-0.111614559,-0.115166382,-0.109094344,-0.129800244,-0.10852884,-0.126003283,-0.117746329,-0.091937683,-0.097462869,-0.121003973,-0.13662112,-0.141698394,-0.129536837,-0.135355527,-0.099859525,-0.104556707,-0.112851377,-0.11253164,-0.125123302,-0.112724705,-0.116448226,-0.130098797,-0.132725409,-0.096728809,-0.102002786,-0.110872279,-0.091552555,-0.138006832,-0.105560568,-0.131629028,-0.085963894,-0.134165143,-0.121600728,-0.130049155,-0.109584713,-0.138896446,-0.105137292,-0.127782637,-0.140303291,-0.102928069,-0.103189653,-0.124245188,-0.12090384,-0.083346607,-0.104961092,-0.114525341,-0.115394475,-0.125184462,-0.097191368,-0.094786485,-0.126443582,-0.107761308,-0.106487452,-0.083521014,-0.116827309,-0.135188656,-0.135390161,-0.095933483,-0.130410787,-0.119045232,-0.107578143,-0.101017581,-0.095599736,-0.120307733,-0.116342575,-0.134342568,-0.109966784,-0.096664494,-0.123098174,-0.135093531,-0.082418541,-0.090470809,-0.106040086,-0.09761294,-0.111188475,-0.127405121,-0.144917132,-0.115228298,-0.101751817,-0.091916349,-0.128953896,-0.110899924,-0.115205312
-12.32,-0.679641291,-0.73663216,-0.454044677,-0.637846731,-0.531005993,-0.653162451,-0.779785683,-0.487885032,-0.488394187,-0.436203778,-0.662968054,-0.736434565,-0.482706284,-0.523773142,-0.542766006,-0.430326376,-0.634672161,-0.583985479,-0.589304969,-0.469040085,-0.726605612,-0.593184842,-0.457872502,-0.562571853,-0.454974584,-0.52232324,-0.746314579,-0.601601034,-0.490096394,-0.626127865,-0.516029744,-0.511857031,-0.580502772,-0.666497355,-0.743849445,-0.400141139,-0.47866778,-0.63687514,-0.580225515,-0.628137241,-0.486605211,-0.662863832,-0.664363983,-0.547309954,-0.410278451,-0.59405847,-0.716503931,-0.758711769,-0.665447004,-0.645299605,-0.546966388,-0.556586693,-0.713890883,-0.511264692,-0.505395276,-0.453234344,-0.499033327,-0.492512983,-0.648280061,-0.566953347,-0.401228982,-0.497320979,-0.711701352,-0.605951438,-0.607064828,-0.590078365,-0.516093782,-0.656468591,-0.596336379,-0.675799885,-0.508388962,-0.660207304,-0.708373488,-0.639120689,-0.486199872,-0.554145368,-0.596380278,-0.533916191,-0.603261659,-0.43957019,-0.520371002,-0.678758746,-0.485235935,-0.669767774,-0.577052647,-0.596559557,-0.565196503,-0.502318697,-0.576961126,-0.57904152,-0.794069804,-0.731663335,-0.615092328,-0.790326458,-0.457832204,-0.566813173,-0.482917858,-0.639359402,-0.756631227,-0.504055377,-0.54946343,-0.633115255,-0.476670955,-0.536180132,-0.538864792,-0.561141288,-0.593908297,-0.372407893,-0.594508577,-0.70674702,-0.635737801,-0.499792225,-0.575715755,-0.617748165,-0.7246654,-0.480927938,-0.552951739,-0.506944132,-0.44575337,-0.671282443,-0.571267252,-0.635011092,-0.499866173,-0.751105148,-0.527421326,-0.659772757,-0.609320797,-0.556273694,-0.414837822,-0.666695173,-0.697652695,-0.588340542,-0.604178818,-0.600528746,-0.4899407,-0.495220462,-0.588026252,-0.612123148,-0.619723442,-0.524807374,-0.60735481,-0.60346251,-0.389159595,-0.568545039,-0.712996218,-0.494978068,-0.595809869,-0.645586151,-0.690638286,-0.593262179,-0.327629432,-0.363128347,-0.435748714,-0.391716306,-0.355401759,-0.511721527,-0.475639216,-0.558079359,-0.482763502,-0.488823729,-0.512261221,-0.598590677,-0.393683071,-0.382736486,-0.453976177,-0.552567908,-0.438194532,-0.410883043,-0.406098959,-0.581074251,-0.565941714,-0.465132086,-0.395199684,-0.479558543,-0.331891041,-0.489761159,-0.486802577,-0.440958115,-0.518562712,-0.649845278,-0.573129991,-0.397712445,-0.477797583,-0.588067791,-0.414447561,-0.468035039,-0.447498212,-0.448529779,-0.543853879,-0.363592515,-0.418182483,-0.476138475,-0.622062037,-0.504917946,-0.568208182,-0.526910878,-0.384876058,-0.377768721,-0.465888687,-0.407789347,-0.3774733,-0.442700567,-0.542019715,-0.373421716,-0.417587947,-0.605203492,-0.557554227,-0.575127141,-0.411516919,-0.517460202,-0.525880149,-0.718415196,-0.456005892,-0.40491615,-0.451228804,-0.519829733,-0.353541094,-0.490653176,-0.507724867,-0.421846703,-0.364773723,-0.470562927,-0.50577815,-0.440772227,-0.416054408,-0.389848877,-0.532488072,-0.619909106,-0.471217289,-0.398613771,-0.615960271,-0.434291929,-0.445276443,-0.378871511,-0.494685295,-0.449407865,-0.420142869,-0.622906551,-0.564853482,-0.560260241,-0.364588747,-0.361604927,-0.650515545,-0.306511678,-0.558639326,-0.420471337,-0.451383456,-0.4210902,-0.585155365,-0.557014856,-0.612484817,-0.390965187,-0.524118937,-0.365563175,-0.535256748,-0.637857798,-0.435958139,-0.410477698,-0.44014633,-0.536862114,-0.356597562,-0.464758181,-0.457252529,-0.52163989,-0.548604682,-0.435211334,-0.355085838,-0.551187576,-0.481929301,-0.417700598,-0.371392725,-0.530563633,-0.598975754,-0.553636655,-0.460209292,-0.6762272,-0.45123804,-0.41434768,-0.453197583,-0.519173826,-0.494917579,-0.555497269,-0.553987538,-0.455286244,-0.416049745,-0.482117325,-0.597273155,-0.373205082,-0.342351634,-0.416978243,-0.437802455,-0.43117699,-0.496089177,-0.649580705,-0.501992481,-0.338709389,-0.345323397,-0.563415486,-0.373339502,-0.670455813
-11.76,-0.769955862,-0.816102636,-0.530610202,-0.720874473,-0.607455722,-0.71188993,-0.848227849,-0.533710966,-0.552520166,-0.499899352,-0.729306798,-0.809869585,-0.530749675,-0.595601176,-0.623778943,-0.480813448,-0.696837872,-0.626892959,-0.675484367,-0.541965992,-0.779220886,-0.671032049,-0.519683606,-0.637021158,-0.515174031,-0.589891634,-0.813773813,-0.665779531,-0.559795715,-0.682673179,-0.588660508,-0.582344085,-0.644309391,-0.735918324,-0.805444968,-0.465541255,-0.549103685,-0.702702022,-0.656963508,-0.70617316,-0.572460353,-0.720948211,-0.737415775,-0.620367715,-0.472229029,-0.673605788,-0.774858372,-0.821574673,-0.73263788,-0.709466122,-0.611019596,-0.630160797,-0.792862479,-0.581645144,-0.554112547,-0.522096667,-0.550717542,-0.5665688,-0.720595602,-0.632920137,-0.46932137,-0.551470398,-0.772452728,-0.690720384,-0.683139424,-0.664213239,-0.569337796,-0.733365632,-0.660164346,-0.741276895,-0.572364049,-0.737000873,-0.773601051,-0.696679574,-0.53727532,-0.623751939,-0.673618931,-0.610051478,-0.663103683,-0.506404619,-0.579244689,-0.739623999,-0.546276515,-0.745965955,-0.653114344,-0.668592293,-0.636448975,-0.562651386,-0.654290682,-0.646730705,-0.862633685,-0.805578761,-0.684861256,-0.850046782,-0.526395984,-0.625455584,-0.555097993,-0.707844202,-0.822926572,-0.573052648,-0.615743781,-0.710717662,-0.534536276,-0.605747108,-0.605530276,-0.621873568,-0.672484251,-0.437745199,-0.66304098,-0.780401491,-0.708912363,-0.563749193,-0.641869468,-0.703095705,-0.788846009,-0.55050654,-0.616744119,-0.558557724,-0.514041826,-0.739607713,-0.649967153,-0.716928613,-0.568144586,-0.813214059,-0.587806146,-0.718761716,-0.687124491,-0.622445081,-0.473241719,-0.732785365,-0.757555204,-0.643407675,-0.684778852,-0.675127317,-0.563380534,-0.5643015,-0.656200784,-0.686194112,-0.692690624,-0.578773766,-0.678437592,-0.671793038,-0.43560079,-0.644043917,-0.781279299,-0.562870855,-0.670682511,-0.725225466,-0.756231367,-0.664667251,-0.414228765,-0.46996861,-0.493352826,-0.442105924,-0.450960914,-0.595290251,-0.55328623,-0.654703489,-0.567503019,-0.604658759,-0.612596729,-0.694719054,-0.508297996,-0.465439829,-0.553341519,-0.618432413,-0.529646902,-0.484102563,-0.510564568,-0.669000093,-0.67876789,-0.566203836,-0.465520114,-0.546931989,-0.412197942,-0.562476049,-0.590137569,-0.535644644,-0.616773083,-0.723101916,-0.668031342,-0.472284162,-0.567514063,-0.694230718,-0.510870773,-0.56486248,-0.519481797,-0.539018894,-0.635720826,-0.450580723,-0.506747355,-0.581248412,-0.69831558,-0.596421818,-0.64759429,-0.602970682,-0.448844782,-0.466558053,-0.562812455,-0.506832029,-0.465600826,-0.522380636,-0.647130018,-0.464164786,-0.510074025,-0.666553727,-0.645299056,-0.651297211,-0.49459926,-0.626793651,-0.631621334,-0.798188537,-0.537763326,-0.458662873,-0.534131229,-0.615588391,-0.427933921,-0.570641379,-0.584052904,-0.505478316,-0.457568151,-0.557399388,-0.598287492,-0.537622357,-0.492827819,-0.4595666,-0.634460203,-0.724168391,-0.581332251,-0.497424527,-0.716473207,-0.514621002,-0.512027073,-0.474048191,-0.574743002,-0.548273657,-0.521149713,-0.684694787,-0.668683544,-0.65522961,-0.431838033,-0.433443312,-0.726662057,-0.37861317,-0.649918902,-0.491211353,-0.553413415,-0.495989854,-0.683020489,-0.619343219,-0.707766802,-0.472797609,-0.63897352,-0.449852407,-0.637173791,-0.730820688,-0.523037041,-0.505491365,-0.512740475,-0.615886609,-0.43755854,-0.536034234,-0.530827124,-0.604528045,-0.641024415,-0.51580612,-0.440538257,-0.646260335,-0.543650232,-0.49535066,-0.440150013,-0.615795828,-0.703791635,-0.644223097,-0.529498185,-0.756830682,-0.546334303,-0.479514721,-0.530070651,-0.585497099,-0.575361188,-0.62900294,-0.639138873,-0.539997793,-0.504063085,-0.576293724,-0.695247761,-0.44283077,-0.413745298,-0.502241932,-0.516325292,-0.524829942,-0.589399062,-0.757144379,-0.577255187,-0.406848638,-0.432590618,-0.66989309,-0.471933186,-0.747633836
-11.04,-0.871476954,-0.913696164,-0.624610458,-0.823837592,-0.701768718,-0.786919534,-0.933816155,-0.591833827,-0.632600204,-0.578488756,-0.813242333,-0.90177193,-0.590255759,-0.685689983,-0.726791195,-0.544156386,-0.775131219,-0.681891902,-0.781405689,-0.634413545,-0.846377795,-0.763402208,-0.596392919,-0.73211489,-0.587051459,-0.672978433,-0.898913369,-0.748238759,-0.64793965,-0.755206551,-0.679135384,-0.669802228,-0.722911174,-0.82196293,-0.881425289,-0.546774303,-0.636209243,-0.784024771,-0.754523905,-0.804222236,-0.677901259,-0.793579482,-0.828956832,-0.709363594,-0.549203873,-0.766621175,-0.848451179,-0.902266056,-0.817544295,-0.789710613,-0.690686582,-0.719989857,-0.891549517,-0.667477589,-0.61525225,-0.610516314,-0.615714591,-0.66084155,-0.81081134,-0.715166972,-0.554656602,-0.619385938,-0.848648415,-0.793695461,-0.774147521,-0.755552893,-0.635005416,-0.825278811,-0.740852684,-0.822651123,-0.65316185,-0.830386092,-0.855066952,-0.770235473,-0.601248185,-0.711120229,-0.768363571,-0.708298841,-0.738880543,-0.59240039,-0.654107486,-0.816504885,-0.621426431,-0.841037605,-0.74474743,-0.759574532,-0.72459161,-0.638644001,-0.751015717,-0.730617412,-0.950982719,-0.897473511,-0.771979228,-0.926697441,-0.612193163,-0.699119336,-0.648226197,-0.794878631,-0.905889125,-0.657830285,-0.698755085,-0.80321489,-0.606738517,-0.687413869,-0.688307899,-0.700968378,-0.768205817,-0.51824775,-0.747301813,-0.872469138,-0.797266887,-0.645008838,-0.727865961,-0.806987652,-0.868622835,-0.632050521,-0.6964376,-0.623017263,-0.599040472,-0.826272402,-0.747882026,-0.81882207,-0.653034291,-0.890408976,-0.667083031,-0.792893834,-0.785636583,-0.704524544,-0.548475639,-0.816747731,-0.832019047,-0.713597015,-0.782843636,-0.766793257,-0.657370845,-0.653228554,-0.742136616,-0.779315191,-0.783185658,-0.645654527,-0.76343504,-0.757516023,-0.493945825,-0.735258429,-0.866084599,-0.651226471,-0.765887893,-0.823106302,-0.838949088,-0.755680778,-0.48337913,-0.553974227,-0.538230671,-0.482211276,-0.52559029,-0.660847955,-0.612399821,-0.728921968,-0.633132696,-0.692873828,-0.68972313,-0.767533523,-0.598146147,-0.530627406,-0.629286397,-0.67328481,-0.600150484,-0.542112,-0.592403042,-0.736670479,-0.765408179,-0.644275277,-0.521341716,-0.601943371,-0.475715969,-0.618136907,-0.66937462,-0.610329379,-0.691362786,-0.779573987,-0.744175883,-0.531443061,-0.636894553,-0.775787365,-0.585870713,-0.639450431,-0.576299052,-0.608764518,-0.70558267,-0.520249762,-0.574546804,-0.661673193,-0.756906979,-0.667139174,-0.710465335,-0.661346296,-0.497332718,-0.533474038,-0.638903769,-0.584188759,-0.533360866,-0.584632708,-0.725772233,-0.534737418,-0.582698944,-0.714459295,-0.71028895,-0.710790464,-0.558537783,-0.71181756,-0.710692615,-0.860873907,-0.60114356,-0.500590247,-0.601220668,-0.688088675,-0.485608477,-0.634552757,-0.642904344,-0.571895753,-0.529757968,-0.624035128,-0.668969402,-0.613815933,-0.554474626,-0.514164065,-0.713039583,-0.802121731,-0.664830528,-0.573991478,-0.789726397,-0.576890505,-0.563580376,-0.54915753,-0.637661269,-0.624995525,-0.599555562,-0.73486288,-0.747253739,-0.728183717,-0.484330908,-0.487464326,-0.787963772,-0.435529307,-0.716011152,-0.54643472,-0.633482424,-0.554486395,-0.758067297,-0.668797568,-0.78215744,-0.537928434,-0.723123167,-0.516303835,-0.715309784,-0.802048711,-0.590151001,-0.578011002,-0.570825974,-0.678906726,-0.501881694,-0.591228619,-0.587551591,-0.66796093,-0.712968955,-0.578381693,-0.507751278,-0.719222339,-0.591992133,-0.55545876,-0.493700823,-0.681090115,-0.783539039,-0.713783979,-0.581913511,-0.820239204,-0.617742839,-0.530006584,-0.590168808,-0.636269763,-0.635497429,-0.685135751,-0.702021187,-0.605365447,-0.572149955,-0.647567037,-0.771806106,-0.49726622,-0.468953216,-0.567160745,-0.578600241,-0.59616998,-0.663181704,-0.83409825,-0.635906958,-0.459447847,-0.501581292,-0.751493335,-0.549791511,-0.807580319
-10.24,-0.978440191,-1.015128762,-0.718693557,-0.929365593,-0.798683374,-0.869476134,-1.02763475,-0.654240405,-0.716233445,-0.663569851,-0.902857258,-0.998930558,-0.654618831,-0.778790265,-0.834055582,-0.611700754,-0.858316563,-0.742140093,-0.887527812,-0.727054517,-0.919312508,-0.859486141,-0.677680816,-0.829195152,-0.664053708,-0.762095147,-0.989736388,-0.838581543,-0.737943632,-0.834085188,-0.773519334,-0.760390262,-0.806571018,-0.91414588,-0.962091104,-0.631010974,-0.725537234,-0.869372421,-0.861890109,-0.906712149,-0.783893406,-0.871535919,-0.925651017,-0.804396249,-0.629667442,-0.86483635,-0.929558749,-0.991651975,-0.907907618,-0.87497112,-0.774038792,-0.814533136,-0.995417103,-0.756948962,-0.681460098,-0.701383741,-0.686719351,-0.757976492,-0.904125581,-0.801391947,-0.642609909,-0.69241112,-0.930876976,-0.898722179,-0.870450511,-0.85000366,-0.704279674,-0.920490742,-0.826075047,-0.911143043,-0.738392697,-0.927705375,-0.942093935,-0.851712316,-0.66964825,-0.801139561,-0.865958469,-0.807856957,-0.822340566,-0.680681031,-0.732874493,-0.89843434,-0.701592503,-0.940595253,-0.842928508,-0.852866398,-0.816242928,-0.720349905,-0.849753948,-0.817570565,-1.05052438,-0.994993907,-0.86362147,-1.011645228,-0.700112872,-0.777506533,-0.743459784,-0.886183069,-0.994309482,-0.747009241,-0.785417052,-0.900093052,-0.682277013,-0.773789424,-0.774527943,-0.787058841,-0.866758676,-0.60059501,-0.83572413,-0.970020048,-0.890363152,-0.730343619,-0.823309524,-0.911358375,-0.954653657,-0.716933248,-0.780618095,-0.692682792,-0.68690506,-0.919723544,-0.850619669,-0.924958899,-0.741746726,-0.973871101,-0.757456618,-0.873698492,-0.887227256,-0.789906139,-0.626445812,-0.905762332,-0.911766366,-0.790647979,-0.884639076,-0.861720084,-0.753756679,-0.744456247,-0.832020975,-0.875842875,-0.877112573,-0.71826577,-0.853919677,-0.848961286,-0.555620758,-0.833314468,-0.956007325,-0.740187409,-0.863705739,-0.924608582,-0.926978922,-0.852387447,-0.567521501,-0.654728771,-0.594728107,-0.53352277,-0.617569366,-0.743034556,-0.685065009,-0.822445295,-0.715050829,-0.800645825,-0.78453494,-0.856704086,-0.707938767,-0.612405375,-0.721318571,-0.745149774,-0.686796416,-0.615215508,-0.6935365,-0.821532112,-0.873601292,-0.740540097,-0.593412699,-0.673784679,-0.553869503,-0.688362132,-0.770201712,-0.704522635,-0.782174226,-0.84981586,-0.842791151,-0.60629875,-0.723593745,-0.876146737,-0.678136018,-0.732146438,-0.649103774,-0.695364184,-0.790068019,-0.60600601,-0.657316048,-0.760211964,-0.830267093,-0.754385912,-0.790095653,-0.733755945,-0.55679032,-0.615710199,-0.735032061,-0.679608141,-0.614615741,-0.663122367,-0.821883278,-0.622458221,-0.673824504,-0.775556399,-0.790491525,-0.785687081,-0.636827782,-0.819373217,-0.809609182,-0.940711061,-0.680884364,-0.553674576,-0.688134605,-0.774927603,-0.557273054,-0.715478593,-0.716027288,-0.657204164,-0.620435926,-0.706750619,-0.758293453,-0.710490515,-0.632912391,-0.58287066,-0.811172865,-0.899300287,-0.767210488,-0.668025659,-0.878167676,-0.654583849,-0.627982685,-0.641670998,-0.716517129,-0.720423198,-0.693170487,-0.802320739,-0.841067819,-0.819211745,-0.551042954,-0.553928847,-0.868034544,-0.508442849,-0.798269767,-0.615858196,-0.733104275,-0.628122795,-0.850045827,-0.731117636,-0.875607467,-0.622461824,-0.826917953,-0.599648898,-0.811374056,-0.890370798,-0.672988319,-0.66724506,-0.644413359,-0.759934964,-0.582585807,-0.660029043,-0.658815055,-0.746691864,-0.802892382,-0.655081935,-0.592571321,-0.809436261,-0.652453859,-0.632062188,-0.560956955,-0.762586652,-0.880755893,-0.798558015,-0.645959855,-0.899494596,-0.705683276,-0.592990616,-0.664963351,-0.699272487,-0.708391665,-0.753880214,-0.77954436,-0.68577178,-0.656719538,-0.73383271,-0.8689794,-0.564572996,-0.537762432,-0.645705739,-0.657210768,-0.683426513,-0.756556306,-0.926964761,-0.709725068,-0.525531587,-0.58695239,-0.852633998,-0.648911135,-0.882567122
