-13.02,-0.319504842,-0.48361049,-0.614943578
-12.32,-0.385885592,-0.576270053,-0.714648803
-11.76,-0.434216437,-0.642933289,-0.789528668
-11.04,-0.487411653,-0.717693383,-0.880724649
-10.24,-0.543491017,-0.794448694,-0.9762983
-9.76,-0.580307303,-0.841112958,-1.030714103
-8.96,-0.624327446,-0.905373984,-1.102552111
-8.32,-0.653403764,-0.949106571,-1.151944413
-7.68,-0.685783049,-0.988174327,-1.201032795
-7.04,-0.72314915,-1.033320193,-1.254859311
-6.24,-0.766845878,-1.084702953,-1.317961105
-5.76,-0.785416351,-1.105632108,-1.347261922
-4.96,-0.810833635,-1.142078586,-1.388273856
-4.32,-0.823585545,-1.166487359,-1.413199124
-3.68,-0.819864806,-1.177395889,-1.425925741
-3.04,-0.83799709,-1.198763485,-1.450426113
-2.24,-0.861446716,-1.221316687,-1.478395794
-1.76,-0.860051439,-1.221316687,-1.482681288
-0.96,-0.853109451,-1.219746991,-1.48558853
-0.32,-0.84617077,-1.215403491,-1.484754744
0.32,-0.840589662,-1.204241275,-1.479509112
0.96,-0.841644157,-1.203696024,-1.475277445
1.76,-0.840348856,-1.19722785,-1.459240987
2.24,-0.832167458,-1.17950149,-1.436742145
3.04,-0.822864858,-1.15253676,-1.40585168
3.68,-0.815852489,-1.133413084,-1.386157816
4.32,-0.804690273,-1.118175774,-1.372825169
4.96,-0.776609718,-1.09007144,-1.332866107
5.76,-0.734339049,-1.045213344,-1.275873785
6.24,-0.711483082,-1.013121972,-1.246843022
7.04,-0.672385624,-0.958081573,-1.188089174
7.68,-0.639840243,-0.912913973,-1.134003401
8.32,-0.605296566,-0.86640474,-1.073054158
8.96,-0.564800695,-0.813180209,-1.006782698
9.76,-0.507730299,-0.735642654,-0.921828339
10.24,-0.469160856,-0.679736441,-0.871508349
11.04,-0.42543284,-0.618774174,-0.799313428
11.76,-0.382034946,-0.564566442,-0.720410804
12.32,-0.331572427,-0.50123637,-0.631221847
13.02,-0.275029605,-0.430925652,-0.542495846
